tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
SPBC1685.09	-	-	SPBC1685.09	rps29	-	II:516425-516879	-	-	7600.2	7465.97	7734.42	OK
SPBC1685.10	-	-	SPBC1685.10	rps27	-	II:517272-517984	-	-	514.087	490.105	538.07	OK
SPBC1685.11	-	-	SPBC1685.11	rlp1	-	II:518094-519645	-	-	40.2726	37.2749	43.2702	OK
SPBC1685.12c	-	-	SPBC1685.12c	-	-	II:522658-525686	-	-	4.79856	4.03932	5.55781	OK
SPBC1685.13	-	-	SPBC1685.13	fhn1	-	II:525508-528544	-	-	87.3972	82.5313	92.2631	OK
SPBC1685.14c	-	-	SPBC1685.14c	-	-	II:528889-532062	-	-	19.0063	17.5879	20.4247	OK
SPBC1685.15c	-	-	SPBC1685.15c	klp6	-	II:532192-535263	-	-	19.597	18.1512	21.0428	OK
SPBC1685.16	-	-	SPBC1685.16	vma9	-	II:501252-502441	-	-	99.989	91.7103	108.268	OK
SPBC1685.17	-	-	SPBC1685.17	-	-	II:522602-523313	-	-	80.7596	73.037	88.4822	OK
SPBC16A3.01	-	-	SPBC16A3.01	spn3	-	II:4298726-4300961	-	-	45.811	42.4045	49.2176	OK
SPBC16A3.02c	-	-	SPBC16A3.02c	-	-	II:4296978-4298874	-	-	42.1836	38.9221	45.4451	OK
SPBC16A3.03c	-	-	SPBC16A3.03c	ppr7	-	II:4293218-4296025	-	-	18.9847	17.4945	20.4749	OK
SPBC16A3.04	-	-	SPBC16A3.04	rsm25	-	II:4290895-4292035	-	-	69.4175	63.8665	74.9685	OK
SPBC16A3.05c	-	-	SPBC16A3.05c	rae1	-	II:4288913-4290900	-	-	146.139	137.759	154.519	OK
SPBC16A3.06	-	-	SPBC16A3.06	-	-	II:4287141-4288924	-	-	15.4337	13.5145	17.3529	OK
SPBC16A3.07c	-	-	SPBC16A3.07c	nrm1	-	II:4285898-4288583	-	-	42.3967	39.5203	45.273	OK
SPBC16A3.08c	-	-	SPBC16A3.08c	oga1	-	II:4283875-4285456	-	-	1170.24	1151.69	1188.8	OK
SPBC16A3.09c	-	-	SPBC16A3.09c	ufd1	-	II:4282123-4283614	-	-	29.687	26.3725	33.0015	OK
SPBC16A3.10	-	-	SPBC16A3.10	-	-	II:4279803-4281875	-	-	27.0887	24.9887	29.1888	OK
SPBC16A3.11	-	-	SPBC16A3.11	eso1	-	II:4276863-4279656	-	-	32.948	30.5542	35.3418	OK
SPBC16A3.12c	-	-	SPBC16A3.12c	-	-	II:4275225-4277062	-	-	37.5	34.1876	40.8124	OK
SPBC16A3.13	-	-	SPBC16A3.13	meu7	-	II:4272340-4274665	-	-	4.053	3.27126	4.83474	OK
SPBC16A3.14	-	-	SPBC16A3.14	-	-	II:4270990-4272152	-	-	55.4301	50.6471	60.2131	OK
SPBC16A3.15c	-	-	SPBC16A3.15c	nda2	-	II:4268919-4270761	-	-	207.008	200.673	213.344	OK
SPBC16A3.16	-	-	SPBC16A3.16	-	-	II:4267055-4268306	-	-	91.8722	85.1816	98.5628	OK
SPBC16A3.17c	-	-	SPBC16A3.17c	-	-	II:4264256-4267626	-	-	26.403	24.4711	28.3349	OK
SPBC16A3.18	-	-	SPBC16A3.18	cip1	-	II:4261817-4264189	-	-	37.5121	34.7417	40.2825	OK
SPBC16A3.19	-	-	SPBC16A3.19	eaf7	-	II:4259811-4261487	-	-	23.0949	20.8081	25.3817	OK
SPBC16C6.01c	-	-	SPBC16C6.01c	-	-	II:4319836-4321858	-	-	12.3147	10.7642	13.8651	OK
SPBC16C6.02c	-	-	SPBC16C6.02c	vps1302	-	II:4322828-4332028	-	-	39.8195	38.6543	40.9847	OK
SPBC16C6.03c	-	-	SPBC16C6.03c	-	-	II:4332177-4333581	-	-	23.5551	20.9521	26.1582	OK
SPBC16C6.04	-	-	SPBC16C6.04	dbl6	-	II:4334042-4335275	-	-	14.4453	12.3721	16.5185	OK
SPBC16C6.05	-	-	SPBC16C6.05	-	-	II:4335568-4336480	-	-	162.595	153.948	171.241	OK
SPBC16C6.06	-	-	SPBC16C6.06	vps10	-	II:4336961-4341614	-	-	40.9937	38.6071	43.3803	OK
SPBC16C6.07c	-	-	SPBC16C6.07c	rpt1	-	II:4341622-4343422	-	-	158.33	152.398	164.261	OK
SPBC16C6.08c	-	-	SPBC16C6.08c	qcr6	-	II:4344356-4345608	-	-	547.708	532.995	562.422	OK
SPBC16C6.09	-	-	SPBC16C6.09	ogm4	-	II:4346577-4349272	-	-	75.2095	72.2047	78.2143	OK
SPBC16C6.10	-	-	SPBC16C6.10	chp2	-	II:4349486-4351244	-	-	14.483	12.7809	16.185	OK
SPBC16C6.11	-	-	SPBC16C6.11	rpl3201	-	II:4351809-4352398	-	-	920.642	893.878	947.407	OK
SPBC16C6.12c	-	-	SPBC16C6.12c	las1	-	II:4352542-4354124	-	-	49.0739	45.7727	52.3752	OK
SPBC16C6.13c	-	-	SPBC16C6.13c	sec27	-	II:4354161-4357187	-	-	147.388	143.369	151.406	OK
SPBC16C6.14	-	-	SPBC16C6.14	spo2	-	II:4322023-4322622	-	-	108.476	99.3121	117.639	OK
SPBC16D10.01c	-	-	SPBC16D10.01c	-	-	II:3585209-3588651	-	-	50.7086	47.6834	53.7339	OK
SPBC16D10.02	-	-	SPBC16D10.02	trm11	-	II:3588805-3590386	-	-	76.1975	71.8472	80.5479	OK
SPBC16D10.03	-	-	SPBC16D10.03	pgp2	-	II:3590919-3592684	-	-	64.8055	60.3175	69.2935	OK
SPBC16D10.04c	-	-	SPBC16D10.04c	dna2	-	II:3592290-3597002	-	-	18.6871	17.3086	20.0656	OK
SPBC16D10.05	-	-	SPBC16D10.05	mok13	-	II:3597570-3604899	-	-	15.19	14.1668	16.2132	OK
SPBC16D10.06	-	-	SPBC16D10.06	zrt1	-	II:3607198-3609330	-	-	118.4	111.875	124.924	OK
SPBC16D10.07c	-	-	SPBC16D10.07c	sir2	-	II:3609216-3611858	-	-	21.9079	19.8489	23.9668	OK
SPBC16D10.08c	-	-	SPBC16D10.08c	hsp104	-	II:3612264-3615320	-	-	56.4933	54.0594	58.9272	OK
SPBC16D10.09	-	-	SPBC16D10.09	pcn1	-	II:3616411-3617845	-	-	262.23	253.858	270.601	OK
SPBC16D10.10	-	-	SPBC16D10.10	tad2	-	II:3618116-3619540	-	-	58.9922	54.0392	63.9453	OK
SPBC16D10.11c	-	-	SPBC16D10.11c	rps1801	-	II:3619777-3620469	-	-	512.521	482.35	542.692	OK
SPBC16E9.01c	-	-	SPBC16E9.01c	php4	-	II:1915374-1916974	-	-	30.6174	28.023	33.2117	OK
SPBC16E9.02c	-	-	SPBC16E9.02c	-	-	II:1918005-1920215	-	-	147.633	142.538	152.729	OK
SPBC16E9.03c	-	-	SPBC16E9.03c	coa1	-	II:1920390-1921835	-	-	14.5694	12.5836	16.5552	OK
SPBC16E9.05	-	-	SPBC16E9.05	erg6	-	II:1923595-1925394	-	-	234.989	223.207	246.771	OK
SPBC16E9.06c	-	-	SPBC16E9.06c	uvi31	-	II:1921775-1926244	-	-	15.0609	13.8507	16.271	OK
SPBC16E9.07	-	-	SPBC16E9.07	mug100	-	II:1926373-1928346	-	-	12.8441	11.3613	14.3269	OK
SPBC16E9.08	-	-	SPBC16E9.08	mcp4	-	II:1928802-1929870	-	-	3.88925	2.70421	5.07428	OK
SPBC16E9.09c	-	-	SPBC16E9.09c	erp5	-	II:1930399-1931531	-	-	136.225	126.953	145.497	OK
SPBC16E9.10c	-	-	SPBC16E9.10c	-	-	II:1931809-1934522	-	-	55.8603	53.1913	58.5292	OK
SPBC16E9.11c	-	-	SPBC16E9.11c	pub3	-	II:1935529-1938694	-	-	63.5716	60.8774	66.2658	OK
SPBC16E9.12c	-	-	SPBC16E9.12c	pab2	-	II:1939370-1940829	-	-	100.125	93.417	106.832	OK
SPBC16E9.13	-	-	SPBC16E9.13	ksp1	-	II:1942534-1944908	-	-	131.902	127.636	136.168	OK
SPBC16E9.14c	-	-	SPBC16E9.14c	zrg17	-	II:1944936-1946568	-	-	30.56	27.9943	33.1256	OK
SPBC16E9.15	-	-	SPBC16E9.15	-	-	II:1946861-1947838	-	-	41.0825	36.5293	45.6357	OK
SPBC16E9.16c	-	-	SPBC16E9.16c	lsd90	-	II:1947984-1950255	-	-	4.05031	3.28488	4.81575	OK
SPBC16E9.17c	-	-	SPBC16E9.17c	rem1	-	II:1953418-1954793	-	-	0.0687849	0	0.263338	OK
SPBC16E9.18	-	-	SPBC16E9.18	psd1	-	II:1955635-1957371	-	-	55.7066	51.6605	59.7527	OK
SPBC16E9.19	-	-	SPBC16E9.19	-	-	II:1921479-1923662	-	-	27.2028	24.7153	29.6902	OK
SPBC16E9.20	-	-	SPBC16E9.20	-	-	II:1951397-1952828	-	-	0.243561	0	0.515871	OK
SPBC16G5.01	-	-	SPBC16G5.01	rpn12	-	II:4214946-4216117	-	-	142.839	133.771	151.908	OK
SPBC16G5.02c	-	-	SPBC16G5.02c	-	-	II:4215992-4217363	-	-	50.2532	46.0788	54.4276	OK
SPBC16G5.03	-	-	SPBC16G5.03	-	-	II:4218441-4219695	-	-	34.2894	31.143	37.4357	OK
SPBC16G5.04	-	-	SPBC16G5.04	mrpl23	-	II:4219751-4220616	-	-	52.9223	47.3717	58.4729	OK
SPBC16G5.05c	-	-	SPBC16G5.05c	scs2	-	II:4220586-4222612	-	-	321.259	305.619	336.898	OK
SPBC16G5.06	-	-	SPBC16G5.06	-	-	II:4222735-4225382	-	-	15.5759	14.0398	17.1121	OK
SPBC16G5.07c	-	-	SPBC16G5.07c	-	-	II:4223951-4225758	-	-	49.9883	46.1589	53.8177	OK
SPBC16G5.08	-	-	SPBC16G5.08	trp4	-	II:4226723-4228615	-	-	31.7015	28.9736	34.4294	OK
SPBC16G5.09	-	-	SPBC16G5.09	-	-	II:4228740-4230768	-	-	39.5546	36.8937	42.2155	OK
SPBC16G5.10	-	-	SPBC16G5.10	rrp42	-	II:4231873-4234086	-	-	20.1719	18.1939	22.1499	OK
SPBC16G5.11c	-	-	SPBC16G5.11c	bag101	-	II:4232583-4233932	-	-	61.256	56.4882	66.0238	OK
SPBC16G5.12c	-	-	SPBC16G5.12c	top3	-	II:4233867-4236432	-	-	30.4284	27.9459	32.911	OK
SPBC16G5.13	-	-	SPBC16G5.13	ptf2	-	II:4236877-4238341	-	-	18.6194	16.3599	20.8789	OK
SPBC16G5.14c	-	-	SPBC16G5.14c	rps3	-	II:4238211-4239340	-	-	1656.53	1582.94	1730.11	OK
SPBC16G5.15c	-	-	SPBC16G5.15c	fkh2	-	II:4239332-4242722	-	-	21.4428	19.6983	23.1874	OK
SPBC16G5.16	-	-	SPBC16G5.16	-	-	II:4243767-4247426	-	-	23.9996	22.4609	25.5383	OK
SPBC16G5.17	-	-	SPBC16G5.17	-	-	II:4247629-4249733	-	-	25.4527	23.4367	27.4687	OK
SPBC16G5.18	-	-	SPBC16G5.18	erg24	-	II:4250029-4251433	-	-	67.0525	62.9487	71.1563	OK
SPBC16G5.19	-	-	SPBC16G5.19	-	-	II:4251906-4252224	-	-	0	0	0	OK
SPBC16H5.02	-	-	SPBC16H5.02	pfk1	-	II:2297163-2300512	-	-	490.431	469.066	511.796	OK
SPBC16H5.03c	-	-	SPBC16H5.03c	fub2	-	II:2294912-2297241	-	-	25.4897	23.2332	27.7462	OK
SPBC16H5.04	-	-	SPBC16H5.04	-	-	II:2293237-2294154	-	-	155.678	144.493	166.864	OK
SPBC16H5.05c	-	-	SPBC16H5.05c	cyp7	-	II:2290638-2293252	-	-	32.6661	30.1429	35.1892	OK
SPBC16H5.06	-	-	SPBC16H5.06	rip1	-	II:2288881-2290179	-	-	136.907	128.538	145.275	OK
SPBC16H5.07c	-	-	SPBC16H5.07c	ppa2	-	II:2286916-2290445	-	-	44.0273	41.2475	46.8071	OK
SPBC16H5.08c	-	-	SPBC16H5.08c	-	-	II:2284320-2286432	-	-	369.256	361.261	377.25	OK
SPBC16H5.09c	-	-	SPBC16H5.09c	omh2	-	II:2282390-2283951	-	-	35.4479	32.4554	38.4404	OK
SPBC16H5.10c	-	-	SPBC16H5.10c	prp43	-	II:2279696-2282239	-	-	92.7183	89.2755	96.1612	OK
SPBC16H5.11c	-	-	SPBC16H5.11c	skb1	-	II:2277214-2279624	-	-	118.447	114.35	122.544	OK
SPBC16H5.12c	-	-	SPBC16H5.12c	-	-	II:2273904-2276995	-	-	87.2187	83.9665	90.4708	OK
SPBC16H5.13	-	-	SPBC16H5.13	-	-	II:2269396-2273358	-	-	19.408	17.8639	20.9521	OK
SPBC16H5.14c	-	-	SPBC16H5.14c	-	-	II:2268072-2270305	-	-	13.5584	11.9889	15.1278	OK
SPBC16H5.15	-	-	SPBC16H5.15	-	-	II:2290594-2291371	-	-	42.1861	37.1366	47.2356	OK
SPBC1703.01c	-	-	SPBC1703.01c	-	-	II:2914704-2915760	-	-	86.8155	80.985	92.646	OK
SPBC1703.02	-	-	SPBC1703.02	rsc9	-	II:2916187-2918985	-	-	41.9257	39.0927	44.7588	OK
SPBC1703.03c	-	-	SPBC1703.03c	-	-	II:2918787-2921101	-	-	86.4503	81.3777	91.5228	OK
SPBC1703.04	-	-	SPBC1703.04	mlh1	-	II:2921149-2923544	-	-	17.5469	15.8939	19.1999	OK
SPBC1703.05	-	-	SPBC1703.05	rio2	-	II:2923878-2925326	-	-	73.056	68.5517	77.5603	OK
SPBC1703.06	-	-	SPBC1703.06	pof10	-	II:2925470-2927790	-	-	35.3086	32.5978	38.0195	OK
SPBC1703.07	-	-	SPBC1703.07	-	-	II:2927959-2931207	-	-	241.825	230.582	253.069	OK
SPBC1703.08c	-	-	SPBC1703.08c	-	-	II:2929484-2931288	-	-	25.9497	23.3488	28.5506	OK
SPBC1703.09	-	-	SPBC1703.09	-	-	II:2931360-2932631	-	-	11.948	10.0763	13.8197	OK
SPBC1703.10	-	-	SPBC1703.10	ypt1	-	II:2932911-2934291	-	-	255.031	244.852	265.209	OK
SPBC1703.11	-	-	SPBC1703.11	-	-	II:2934595-2936122	-	-	44.0368	40.1533	47.9203	OK
SPBC1703.12	-	-	SPBC1703.12	ubp9	-	II:2936096-2938762	-	-	24.9617	22.8742	27.0492	OK
SPBC1703.13c	-	-	SPBC1703.13c	-	-	II:2939885-2941272	-	-	235.431	227.706	243.156	OK
SPBC1703.14c	-	-	SPBC1703.14c	top1	-	II:2941733-2944593	-	-	69.5855	66.7327	72.4382	OK
SPBC1703.15c	-	-	SPBC1703.15c	vps33	-	II:2944867-2947317	-	-	42.725	40.2529	45.1972	OK
SPBC1706.01	-	-	SPBC1706.01	tea4	-	II:588337-591434	-	-	30.3146	28.5405	32.0887	OK
SPBC1706.02c	-	-	SPBC1706.02c	wtf2	-	II:593187-593575	-	-	3.19687	0	7.48812	OK
SPBC1706.03	-	-	SPBC1706.03	fzo1	-	II:594150-597186	-	-	31.5216	29.6918	33.3514	OK
SPBC1709.01	-	-	SPBC1709.01	chs2	-	II:1095162-1098228	-	-	11.9783	10.7359	13.2206	OK
SPBC1709.02c	-	-	SPBC1709.02c	vrs1	-	II:1098187-1101503	-	-	307.779	293.864	321.694	OK
SPBC1709.03	-	-	SPBC1709.03	-	-	II:1102237-1103802	-	-	83.4271	77.7927	89.0614	OK
SPBC1709.04c	-	-	SPBC1709.04c	cyp3	-	II:1103599-1105088	-	-	30.9079	27.5376	34.2782	OK
SPBC1709.05	-	-	SPBC1709.05	sks2	-	II:1106346-1108511	-	-	2078.55	2060.59	2096.5	OK
SPBC1709.06	-	-	SPBC1709.06	dus2	-	II:1108614-1110598	-	-	61.4363	57.9326	64.9401	OK
SPBC1709.07	-	-	SPBC1709.07	erg27	-	II:1110816-1112435	-	-	61.6431	57.0921	66.1941	OK
SPBC1709.08	-	-	SPBC1709.08	cft1	-	II:1113293-1118228	-	-	41.0813	39.4697	42.693	OK
SPBC1709.09	-	-	SPBC1709.09	rrf1	-	II:1118359-1119457	-	-	20.2984	17.533	23.0638	OK
SPBC1709.10c	-	-	SPBC1709.10c	atx1	-	II:1119386-1120335	-	-	97.4172	89.4267	105.408	OK
SPBC1709.11c	-	-	SPBC1709.11c	png2	-	II:1120581-1122015	-	-	35.5978	32.4532	38.7424	OK
SPBC1709.12	-	-	SPBC1709.12	rid1	-	II:1122784-1126031	-	-	25.2879	23.3239	27.2519	OK
SPBC1709.13c	-	-	SPBC1709.13c	set10	-	II:1124432-1126087	-	-	44.0841	40.5384	47.6298	OK
SPBC1709.14	-	-	SPBC1709.14	-	-	II:1126315-1127990	-	-	20.8727	18.4655	23.2799	OK
SPBC1709.15c	-	-	SPBC1709.15c	cft2	-	II:1127953-1130425	-	-	62.0742	58.1827	65.9656	OK
SPBC1709.16c	-	-	SPBC1709.16c	-	-	II:1130499-1132460	-	-	20.3803	18.1612	22.5995	OK
SPBC1709.17	-	-	SPBC1709.17	-	-	II:1130810-1134168	-	-	28.8213	26.6871	30.9555	OK
SPBC1709.18	-	-	SPBC1709.18	tif452	-	II:1134243-1135619	-	-	91.0176	85.8575	96.1776	OK
SPBC1709.19c	-	-	SPBC1709.19c	nfu1	-	II:1136611-1137771	-	-	64.2176	58.9746	69.4606	OK
SPBC1709.20	-	-	SPBC1709.20	pop8	-	II:1112734-1113159	-	-	13.6293	7.9171	19.3415	OK
SPBC1711.01c	-	-	SPBC1711.01c	mat3-Mm	-	II:2132585-2132714	-	-	12.2034	0	36.6101	OK
SPBC1711.02	-	-	SPBC1711.02	mat3-Mc	-	II:2132848-2133394	-	-	33.3172	27.9302	38.7043	OK
SPBC1711.03	-	-	SPBC1711.03	aim27	-	II:2138268-2139748	-	-	58.0611	53.1017	63.0204	OK
SPBC1711.04	-	-	SPBC1711.04	-	-	II:2139697-2141050	-	-	103.515	96.4195	110.611	OK
SPBC1711.05	-	-	SPBC1711.05	-	-	II:2141221-2142836	-	-	172.539	166.493	178.584	OK
SPBC1711.06	-	-	SPBC1711.06	rpl401	-	II:2143011-2144391	-	-	342.667	333.301	352.034	OK
SPBC1711.07	-	-	SPBC1711.07	-	-	II:2145591-2147913	-	-	148.267	140.604	155.931	OK
SPBC1711.08	-	-	SPBC1711.08	-	-	II:2148982-2150801	-	-	153.584	144.759	162.409	OK
SPBC1711.09c	-	-	SPBC1711.09c	-	-	II:2150789-2151973	-	-	46.1561	41.829	50.4832	OK
SPBC1711.10c	-	-	SPBC1711.10c	npl4	-	II:2152030-2154477	-	-	51.68	48.9572	54.4028	OK
SPBC1711.11	-	-	SPBC1711.11	-	-	II:2155078-2156931	-	-	3.39915	2.60682	4.19148	OK
SPBC1711.12	-	-	SPBC1711.12	-	-	II:2157542-2159733	-	-	58.1204	55.1631	61.0777	OK
SPBC1711.13	-	-	SPBC1711.13	his2	-	II:2159852-2161291	-	-	205.627	198.573	212.681	OK
SPBC1711.14	-	-	SPBC1711.14	rec15	-	II:2161541-2162200	-	-	1.10137	0.127259	2.07547	OK
SPBC1711.15c	-	-	SPBC1711.15c	-	-	II:2161324-2162612	-	-	17.8165	15.1906	20.4424	OK
SPBC1711.16	-	-	SPBC1711.16	pwp1	-	II:2164011-2165996	-	-	154.434	146.249	162.62	OK
SPBC1711.17	-	-	SPBC1711.17	prp16	-	II:2166107-2169933	-	-	27.8904	25.9737	29.8071	OK
SPBC1711.18	-	-	SPBC1711.18	tam9	-	II:2145038-2145299	-	-	280.622	245.199	316.046	OK
SPBC1718.01	-	-	SPBC1718.01	pop1	-	II:3469095-3471885	-	-	32.9573	30.5621	35.3525	OK
SPBC1718.02	-	-	SPBC1718.02	hop1	-	II:3472318-3474169	-	-	2.64745	1.86822	3.42667	OK
SPBC1718.03	-	-	SPBC1718.03	ker1	-	II:3474627-3475659	-	-	170.979	160.365	181.592	OK
SPBC1718.04	-	-	SPBC1718.04	-	-	II:3475560-3478365	-	-	33.9047	31.4522	36.3571	OK
SPBC1718.05	-	-	SPBC1718.05	trs31	-	II:3478460-3479741	-	-	14.1191	11.6089	16.6293	OK
SPBC1718.06	-	-	SPBC1718.06	msp1	-	II:3479674-3482664	-	-	63.0285	59.3326	66.7244	OK
SPBC1718.07c	-	-	SPBC1718.07c	zfs1	-	II:3482847-3487862	-	-	42.5124	40.8866	44.1382	OK
SPBC1734.01c	-	-	SPBC1734.01c	esf1	-	II:1059367-1061635	-	-	111.364	107.348	115.381	OK
SPBC1734.02c	-	-	SPBC1734.02c	cdc27	-	II:1061717-1063538	-	-	38.4287	35.4639	41.3936	OK
SPBC1734.03	-	-	SPBC1734.03	-	-	II:1063949-1066654	-	-	43.4926	40.573	46.4123	OK
SPBC1734.04	-	-	SPBC1734.04	anp1	-	II:1066786-1069768	-	-	115.349	109.408	121.289	OK
SPBC1734.05c	-	-	SPBC1734.05c	spf31	-	II:1068960-1070077	-	-	52.7772	47.5416	58.0129	OK
SPBC1734.06	-	-	SPBC1734.06	rhp18	-	II:1069886-1072065	-	-	33.6836	31.0128	36.3545	OK
SPBC1734.07c	-	-	SPBC1734.07c	trs8502	-	II:1070187-1073608	-	-	17.5097	16.025	18.9944	OK
SPBC1734.08	-	-	SPBC1734.08	hse1	-	II:1074056-1075953	-	-	29.1943	26.6769	31.7118	OK
SPBC1734.09	-	-	SPBC1734.09	yea4	-	II:1076072-1079446	-	-	15.0875	13.7309	16.4441	OK
SPBC1734.10c	-	-	SPBC1734.10c	-	-	II:1076178-1079027	-	-	20.3117	18.4234	22.1999	OK
SPBC1734.11	-	-	SPBC1734.11	mas5	-	II:1080921-1083347	-	-	356.611	340.328	372.895	OK
SPBC1734.12c	-	-	SPBC1734.12c	alg12	-	II:1083315-1085370	-	-	53.3556	49.6008	57.1103	OK
SPBC1734.13	-	-	SPBC1734.13	atp3	-	II:1085835-1087137	-	-	254.794	241.134	268.453	OK
SPBC1734.14c	-	-	SPBC1734.14c	suc1	-	II:1087537-1088852	-	-	57.8511	53.5646	62.1375	OK
SPBC1734.15	-	-	SPBC1734.15	rsc4	-	II:1088956-1091034	-	-	33.4767	30.7027	36.2506	OK
SPBC1734.16c	-	-	SPBC1734.16c	pst3	-	II:1089162-1094818	-	-	30.2634	28.4521	32.0747	OK
SPBC1773.01	-	-	SPBC1773.01	far8	-	II:281439-283779	-	-	53.2523	49.6846	56.82	OK
SPBC1773.02c	-	-	SPBC1773.02c	bcp1	-	II:283602-284901	-	-	39.636	35.9319	43.34	OK
SPBC1773.03c	-	-	SPBC1773.03c	-	-	II:285908-288246	-	-	10.1883	8.89085	11.4858	OK
SPBC1773.04	-	-	SPBC1773.04	-	-	II:288555-290758	-	-	109.636	103.539	115.732	OK
SPBC1773.05c	-	-	SPBC1773.05c	tms1	-	II:290729-292250	-	-	5.73014	4.55094	6.90933	OK
SPBC1773.06c	-	-	SPBC1773.06c	adh8	-	II:293224-294725	-	-	8.23792	6.86014	9.6157	OK
SPBC1773.07c	-	-	SPBC1773.07c	sbp1	-	II:296046-297199	-	-	733.077	697.829	768.326	OK
SPBC1773.08c	-	-	SPBC1773.08c	omh4	-	II:297725-299093	-	-	17.1365	14.9021	19.3709	OK
SPBC1773.09c	-	-	SPBC1773.09c	mug184	-	II:299346-301356	-	-	21.098	19.0943	23.1016	OK
SPBC1773.10c	-	-	SPBC1773.10c	nrs1	-	II:301753-303734	-	-	351.161	343.341	358.98	OK
SPBC1773.11c	-	-	SPBC1773.11c	mug89	-	II:303914-306704	-	-	30.4999	28.6054	32.3945	OK
SPBC1773.12	-	-	SPBC1773.12	-	-	II:308159-310467	-	-	3.44622	2.72508	4.16736	OK
SPBC1773.13	-	-	SPBC1773.13	-	-	II:310401-312518	-	-	9.84625	8.52701	11.1655	OK
SPBC1773.14	-	-	SPBC1773.14	arg7	-	II:312808-314761	-	-	14.3583	12.7824	15.9341	OK
SPBC1773.15	-	-	SPBC1773.15	dal52	-	II:315525-317629	-	-	24.1938	22.2247	26.1629	OK
SPBC1773.16c	-	-	SPBC1773.16c	-	-	II:317693-320922	-	-	12.6617	11.4091	13.9144	OK
SPBC1773.17c	-	-	SPBC1773.17c	-	-	II:321633-322998	-	-	27.798	25.1063	30.4897	OK
SPBC1778.01c	-	-	SPBC1778.01c	zuo1	-	II:3094848-3096383	-	-	377.303	367.984	386.622	OK
SPBC1778.02	-	-	SPBC1778.02	rap1	-	II:3098294-3100698	-	-	12.9576	11.4747	14.4406	OK
SPBC1778.03c	-	-	SPBC1778.03c	-	-	II:3100642-3102688	-	-	31.1178	28.4047	33.8308	OK
SPBC1778.04	-	-	SPBC1778.04	spo6	-	II:3103109-3104934	-	-	4.60098	3.60506	5.59691	OK
SPBC1778.05c	-	-	SPBC1778.05c	-	-	II:3102901-3105980	-	-	40.9209	38.204	43.6378	OK
SPBC1778.06c	-	-	SPBC1778.06c	fim1	-	II:3106241-3108847	-	-	164.02	159.358	168.682	OK
SPBC1778.07	-	-	SPBC1778.07	-	-	II:3109891-3111270	-	-	45.8211	41.7237	49.9185	OK
SPBC1778.08c	-	-	SPBC1778.08c	arc3	-	II:3111114-3112285	-	-	102.91	95.1563	110.664	OK
SPBC1778.09	-	-	SPBC1778.09	-	-	II:3112394-3114397	-	-	96.886	91.1949	102.577	OK
SPBC1778.10c	-	-	SPBC1778.10c	ppk21	-	II:3114230-3116630	-	-	69.2739	64.8997	73.6481	OK
SPBC17A3.01c	-	-	SPBC17A3.01c	tim50	-	II:1399787-1401863	-	-	67.9965	64.6958	71.2972	OK
SPBC17A3.02	-	-	SPBC17A3.02	-	-	II:1403124-1404185	-	-	17.8791	14.4484	21.3097	OK
SPBC17A3.03c	-	-	SPBC17A3.03c	-	-	II:1403945-1405796	-	-	59.875	55.5043	64.2457	OK
SPBC17A3.04c	-	-	SPBC17A3.04c	rar1	-	II:1406916-1410028	-	-	149.905	145.87	153.939	OK
SPBC17A3.05c	-	-	SPBC17A3.05c	-	-	II:1410765-1412747	-	-	58.9338	55.6553	62.2122	OK
SPBC17A3.06	-	-	SPBC17A3.06	-	-	II:1412909-1414047	-	-	17.4315	15.034	19.8289	OK
SPBC17A3.07	-	-	SPBC17A3.07	pgr1	-	II:1414253-1416156	-	-	87.6464	83.6542	91.6386	OK
SPBC17A3.08	-	-	SPBC17A3.08	-	-	II:1416204-1417863	-	-	52.4543	48.0663	56.8424	OK
SPBC17A3.09c	-	-	SPBC17A3.09c	aim22	-	II:1416554-1419124	-	-	15.0083	13.4851	16.5314	OK
SPBC17A3.10	-	-	SPBC17A3.10	pas4	-	II:1418684-1420225	-	-	21.264	18.8469	23.6811	OK
SPBC17D1.01	-	-	SPBC17D1.01	-	-	II:3326657-3329592	-	-	107.651	101.949	113.353	OK
SPBC17D1.02	-	-	SPBC17D1.02	dph2	-	II:3329700-3331727	-	-	44.2916	40.9019	47.6812	OK
SPBC17D1.03c	-	-	SPBC17D1.03c	rrp43	-	II:3331681-3333060	-	-	51.6124	47.0566	56.1682	OK
SPBC17D1.04	-	-	SPBC17D1.04	acr1	-	II:3333460-3335085	-	-	38.7749	35.4757	42.074	OK
SPBC17D1.05	-	-	SPBC17D1.05	-	-	II:3335018-3337149	-	-	206.575	196.316	216.834	OK
SPBC17D1.06	-	-	SPBC17D1.06	dbp3	-	II:3338603-3340901	-	-	202.691	192.722	212.659	OK
SPBC17D1.07c	-	-	SPBC17D1.07c	-	-	II:3340659-3345299	-	-	5.42738	4.75247	6.10228	OK
SPBC17D1.17	-	-	SPBC17D1.17	tam11	-	II:3346628-3346817	-	-	1101.99	984.261	1219.71	OK
SPBC17D11.01	-	-	SPBC17D11.01	nep1	-	II:3304726-3306572	-	-	56.2976	52.1831	60.412	OK
